,state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
594,VA  ,Ymg,Ymg,Ymg;0,VAYmg;0,0,,Two-Mica Granite,Proterozoic Y,Two-mica granite.,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Two-mica granite (Conley, 1989). Coarse-grained, inequigranular muscovite-biotite two-feldspar granite gneiss contains 2-cm clots of biotite and relict orthopyroxene; accessory minerals are epidote, rutile, actinolite, hornblende, and zircon. Unit is considered intrusive into biotite augen gneiss.	 ",VA003,orthogneiss,,,VA001 VA002 VA003,
595,VA  ,Zlc,Zlc,Zlc;0,VAZlc;0,0,,Lynchburg Group - Conglomerate and metagraywacke,Proterozoic Z,Lynchburg Group - Conglomerate and metagraywacke.,,"Blue Ridge Anticlinorium, Central",VA003,conglomerate,metasedimentary rock,,VA001 VA003,
596,VA  ,Ymm,Ymm,Ymm;0,VAYmm;0,0,,Marshall Metagranite,Proterozoic Y,Marshall Metagranite - Medium-granied biotite metagranite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks> From expanded explanation (ref. VA002): Medium-grained biotite metagranite. Medium-to dark-gray, fine- to medium-grained, mostly equigranular, but rarely inequigranular granite. Principal minerals are bluish-gray quartz, oligoclase, microcline, and biotite, with lesser amounts of muscovite, opaque minerals, epidote, chlorite, and rare garnet. Gneissic layering, commonly absent, is well developed locally. This unit commonly occurs as dikes intruding porphyroblastic granite gneiss (Ybp), and contains xenoliths of Ybp. U-Pb zircon data indicate crystallization ages of 1110 +/- 4 Ma and 1112 +/- 3 Ma (Aleinikoff and others, 1993). Single crystals of monazite give an age of 1051 +/- 3 Ma, interpreted to be a metamorphic age related to intrusion of adjacent granites that yield ages ranging from 1055 to 1070 Ma. ",VA003,granite,,,VA001 VA002 VA003,
597,VA  ,Yms,Yms,Yms;0,VAYms;0,0,,Muscovite Schist and Gneiss,Proterozoic Y,Muscovite schist and gneiss,,"Eastern Piedmont From expanded explanation (ref. VA002): Muscovite schist and gneiss. Light-gray to silvery gray, medium-grained, strongly-foliated quartz-muscovite schist; occurs as discontinuous lenses within porphyroblastic garnet-biotite gneiss (Ymd). ",VA003,gneiss,mica schist,,VA001 VA002 VA003,
598,VA  ,Yn,Yn,Yn;0,VAYn;0,0,,Metanorite and Metadiorite,Proterozoic Y,Metanorite and Metadiorite - Metanorite and metadiorite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Metanorite and metadiorite. Gray-weathering, medium- to coarse-grained, massive to weakly foliated hornblende-orthopyroxene-plagioclase metanorite and medium- to fine-grained biotite-hornblende-plagioclase metadiorite. Occursas lenses and thin belts, commonly in proximity to garnet graphite paragneiss (Yp). ",VA003,norite,,,VA001 VA002 VA003,
599,VA  ,Yor,Yor,Yor;0,VAYor;0,0,,Old Rag Granite,Proterozoic Y,Old Rag granite - Granite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Old Rag granite (Furcron, 1934). Leucocratic, coarse grained, foliated, alkali feldspar-blue quartz granite contains accessory biotite, muscovite, garnet, magnetite, and zircon; dated at 1115 Ma (U-Pb zircon; Lukert, 1982). Geophysical signature: positive radiometric anomaly. ",VA003,granite,,,VA001 VA002 VA003,
600,VA  ,Yp,Yp,Yp;0,VAYp;0,0,,Garnet-Graphite Paragneiss,Proterozoic Y,Garnet-graphite paragneiss,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref. VA002): Garnet graphite gneiss. Light-brown-weathering, medium- to fine-grained graphite-biotite-garnet-plagioclase quartz paragneiss; includes quartz-chlorite-magnetite schist and carbonaceous phyllonite; graphite makes up 10 percent of the rock in places and garnet, up to 25 percent locally. The protolith of this unit is intepreted to be metasedimentary country rock that Grenville-age plutonic rocks intruded. The rock is similar in appearance to parts of the border gneiss (Ybr). ",VA003,paragneiss,,,VA001 VA002 VA003,
601,VA  ,PzYgr,YPAgr,YPAgr;0,VAYPAgr;0,0,,Granite Gneiss,Proterozoic Y-Pennsylvanian,Granite gneiss.,,"Eastern Piedmont From expanded epxlanation (ref. VA002): Granite gneiss (Pavlides, 1990). Fine- to medium grained, light-gray to white granite to tonalite gneiss; composed of biotite, oligoclase, quartz, and porphyroblastic microcline, with accessory muscovite, epidote, titanite, and magnetite; hornblende occurs locally within diffuse compositional layering. Inclusions of biotite gneiss and amphibolite are present locally. Unit occurs as irregular lenticular to tabular masses within porphyroblastic biotite gneiss (Ymd).	 ",VA003,granitic gneiss,,,VA001 VA002 VA003,
602,VA  ,PzYpm,YPApm,YPApm;0,VAYPApm;0,0,,Quartzofeldspathic Gneiss,Proterozoic Y-Pennsylvanian,Quartzofeldspathic gneiss,,"Eastern Piedmont From expanded explanation (ref. VA002): Quartzofeldspathic gneiss (Bobyarchick and others, 1981). Light-gray, fine- to coarse-grained, foliated, layered muscovitie-bearing quartzofeldspathic gneiss; contains intercalated quartz-muscovite schist. Mineralogy: quartz + plagioclase + microcline + garnet + muscovite + biotite. ",VA003,felsic gneiss,,,VA001 VA002 VA003,
603,VA  ,Ypg,Ypg,Ypg;0,VAYpg;0,0,,Layered Pyroxene Granulite,Proterozoic Y,Layered pyroxene granulite,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref. VA002): Layered pyroxene granulite. Medium- to dark greenish-gray, fine- to medium-grained, segregation-layered quartzofeldspathic granulite. Major minerals are quartz, plagioclase, potassium feldspar (includes assemblages with one alkali feldspar), orthopyroxene and clinopyroxene, and magnetite-ilmenite; garnet, hornblende, and reddish-brown biotite are widespread minor constituents. Apatite and zircon are accessory minerals. Color index ranges from 15 to 35. Quartz and feldspars are granoblastic; ferromagnesian minerals define dark layers on the order of 1 to 3 mm thick, giving the rock a characteristic pinstriped appearance. Migmatitic leucosomes locally cut segregation layering. Geophysical signature: positive magnetic anomalies relative to adjacent biotite granulite and layered gneiss (Ygb). This unit pre-dates charnockite, alkali feldspar leucogranite, and other plutonic rocks on basis of cross-cutting relations, and is generally considered pre-Grenville-age country rock that was metamorphosed under granulite-facies metamorphic conditions and intruded by plutonic rocks during the Grenville orogeny. The unit includes Lady Slipper granulite gneiss (1130 Ma, U-Pb zircon, Sinha and Bartholomew, 1984), and Nellysford and Hills Mountain granulite gneisses of Bartholomew and others (1981). ",VA003,granulite,,,VA001 VA002 VA003,
604,VA  ,Ypp,Ypp,Ypp;0,VAYpp;0,0,,Layered Porphyrobliastic Pyroxene Granulite,Proterozoic Y,Layered porphyroblastic pyroxene granulite,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref. VA002): Layered porphyroblastic pyroxene granulite. Leucocratic to mesocratic, segregation-layered quartzofeld-spathic granulite contains prominent potassium feldspar porphyroblasts; major mineralogy, quartz, plagioclase, K- feldspar, orthopyroxene or clinopyroxene, and magnetite-ilmenite; hornblende, reddish-brown biotite, and garnet are widespread minor constituents. Accessory minerals include apatite and zircon. Segregation layering is defined by millimeter- to centimeter scale quartz-feldspar- and pyoxene-rich domains; migmatitic leucosomes of alkali feldspar and blue quartz are common. This rock-type is considered to be pre-Grenville-age country rock, although no radiometric data is available. ",VA003,granulite,,,VA001 VA002 VA003,
605,VA  ,Yq,Yq,Yq;0,VAYq;0,0,,Quartzite and Quartz-Sericite Tectonite,Proterozoic Y,Quartzite and quartz-sericite tectonite,,"Blue Ridge Basement Complex, Middle Proterozoic (Early or Pre-Grenville-Age) Gneisses. From expanded explanation (ref. VA002): Quartzite and quartz-sericite tectonite. Light-gray to white, fine- to medium-grained, massive; contains rounded zircons, thin lenses of graphite, and pods of paragneiss (Yp); unit is considered part of a metasedimentary suite. ",VA003,quartzite,tectonite,,VA001 VA002 VA003,
606,VA  ,Ysc,Ysc,Ysc;0,VAYsc;0,0,,Stuart Creek Gneiss,Proterozoic Y,Stuart Creek Gneiss - Biotite augen and flaser gneiss,,"Western Piedmont, Sauratown Mountains. From expanded explanation (ref. VAa002): Stuart Creek Gneiss (Conley, 1985). Light-gray to black and white, massive to irregularly-layered augen and flaser gneiss with anastamosing layers of mylonitic biotite schist, hornblende schist and foliated leucogranite. Augen gneiss is composed of microcline, plagioclase, and perthite porphyroclasts up to 4 cm across in a matrix of plagioclase, quartz, and biotite, with accessory titanite, epidote, hornblende, and opaque minerals. This rock was correlated with the Elk Park Group of the southwestern Blue Ridge by Espenshade and others (1975). Rankin and others (1971) obtained a lead-lead zircon age of 1192 Ma from a layered biotite gneiss unit in a similar stratigraphic position as the Stuart Creek but exposed in a quarry at Pilot Mountain, North Carolina, about 25 miles southwest of the Virginia-North Carolina boundary. ",VA003,augen gneiss,flaser gneiss,,VA001 VA002 VA003,
607,VA  ,Ysf,Ysf,Ysf;0,VAYsf;0,0,,State Farm Gneiss,Proterozoic Y,State Farm Gneiss - Hornblende-biotite granite gneiss,,"Eastern Piedmont From expanded explanation (ref. VA002): State Farm Gneiss (Brown, 1937). Leucocratic to mesocratic, medium- to coarse-grained, massive to moderately layered, locally migmatitic gneiss ranges in composition from granodiorite to tonalite. Quartzofeldspathic segregations and discordant pegmatites are common; leucocratic biotite-garnet quartz-plagioclase gneiss, metagabbro, and thin pelitic schist interlayers are minor constituents (Poland, 1976; Reilly, 1980; Farrar, 1984). Mineralogy: quartz + plagioclase + microcline + biotite + garnet + hornblende +/- clinopyroxene; titanite is a ubiquitous accessory; other accessory minerals include magnetite and zircon. Farrar (1984) reports that the least deformed portions of the State Farm contain relict granulite-facies mineral assemblages. Geophysical signature: characterized by negative magnetic and positive radiometric anomalies. The age of the State Farm is reported as 1031 +/- 94 Ma (Rb- Sr whole-rock; Glover and others, 1982). The titanium-rich chemistry of the State Farm, as indicated by the abundance of titanite, is also characteristic of Grenville-age gneisses in the Virginia Blue Ridge. ",VA003,gneiss,,,VA001 VA002 VA003,
608,VA  ,Yt,Yt,Yt;0,VAYt;0,0,,Metatrondhjemite,Proterozoic Y,Metatrondhjemite,,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Metatrondhjemite. White, medium- to fine-grained, weakly to moderately well-foliated biotite-quartz-plagioclase gneiss; potassium feldspar is rare or absent. ",VA003,biotite gneiss,,,VA001 VA002 VA003,
609,VA  ,Yum,Yum,Yum;0,VAYum;0,0,,"Metaperidotite, Metapyroxenite, and Hornblende Metagabbro",Proterozoic Y,"Metaperidotite, Metapyroxenite, and Hornblende Metagabbro - Serpentinite is metaperidotite, Hornblende metagabbro",,"Blue Ridge Basement Complex, Middle Proterozoic (Grenville-Age) Plutonic Rocks. From expanded explanation (ref. VA002): Metaperidotite, hornblende metagabbro, and metapyroxenite. Metaperidotite, greenish-black, dark-yellowish brown weathering, medium-grained, massive; consists of serpentine, amphibole, dark chlorite, and magnetite; serpentine replaces subhedral olivine; non-pleochroic amphibole occurs as single crystals, presumably pseudomorphic after subhedral to anhedral pyroxene; some amphibole occurs as large poikilitic crystals. Hornblende metagabbro, greenish-black, medium grained, speckled-white-weathering, massive, with a weak foliation and well-preserved primary igneous fabric; subhedral plagioclase is replaced by clinozoisite and albite; anhedral pyroxene is replaced by fibrous tremolite; brown hornblende occurs as subhedral single crystals. Metapyroxenite, dark-greenish-gray to greenish-black, light-greenish-gray weathering, medium-grained, weakly-foliated actinolite-rich rock contains lesser chlorite; amphibole is pseudomorphic after pyroxene. ",VA003,serpentinite,greenstone,,VA001 VA002 VA003,
610,VA  ,Qt,Qt,Qt;0,VAQt;0,0,,Tabb Formation,Quaternary,"Tabb Formation - Undifferentiated. Includes the Poquoson Member (Qtp), Lynnhaven Member ( Qtl) and Sedgefield Member (Qts).",,"Undifferentiated; Coastal Plain From expanded explanation (ref. VA002): Tabb Formation, undifferentiated (upper Pleistocene, Johnson, 1976). Sand, silt, and peat of coast-parallel plains seaward of the Suffolk and Harpersville scarps, includes coeval terrace deposits along major river valleys west to Fall Line. Subdivided into three members (Johnson, 1976). ",VA003,sand,silt,peat,VA001 VA002 VA003,
611,VA  ,Zaa,Zaa,Zaa;0,VAZaa;0,0,,Ashe Formation- Amphibolite,Proterozoic Z,Ashe Formation - Amphibolite and garnet amphibolite,,"Lynchburg Group; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA0020): Amphibolite. Dark-greenish-gray to black, coarse to fine-grained amphibolite, hornblende gneiss, and schist, with interlayered biotite-muscovite gneiss and mica schist. Coarse garnetiferous amphibolite, pink and white marble, and pyrite-chalcopyrite-calcite veins are common near the top of the Ashe. Mineralogy: (1) quartz + actinolite + epidote + chlorite; (2) quartz + hornblende + plagioclase + epidote + garnet + magnetite. Geophysical signature: amphibolite, and hornblende gneiss and schist give positive linear magnetic anomalies. Relict amygdaloidal textures and hyaloclastic (pillow) structures indicate massive to thick-bedded amphibolite and hornblende gneiss were derived from basaltic flows or shallow sills. Some thin-bedded hornblende gneiss and schist units that commonly contain interbedded micaceous and feldspathic layers may be derived from volcaniclastic sedimentary rocks. ",VA003,amphibolite,,,VA001 VA002 VA003,
612,VA  ,Zac,Zac,Zac;0,VAZac;0,0,,Aaron Slate,Proterozoic Z,Aaron Slate - Metaconglomerate.,,"Carolina Slate Belt From expanded explanation (ref. VA002): Metaconglomerate (Kreisa, 1980). Metamorphosed sandy conglomerate, conglomeratic sandstone, and granule conglomerate containing pebbles and cobbles of polycrystalline quartz, with lesser diorite, diabase, chert, rhyolite, granite, schist, and quartz arenite. Cobbles are generally less than 2 cm but may range up to 25 cm in diameter (Kreisa, 1980). Unit occurs as beds of 0.3 to 6.1 meters thickness at base of and locally within the lower portion of Aaron section. Aaron slate (Zas) and metaconglomerate (Zac) herein includes the upper and lower members of the Aaron Formation of Kreisa (1980), and the Aaron Formation and upper portion of the Virgilina Formation of Harris and Glover (1985).	 ",VA003,meta-conglomerate,,,VA001 VA002 VA003,
613,VA  ,Zlg,Zlg,Zlg;0,VAZlg;0,0,,Lynchburg Group; Graphitic phyllite and metasiltstone,Proterozoic Z,Lynchburg Group - Graphitic phyllite and metasiltstone,,"Blue Ridge Anticlinorium, Central. Fropm expanded explanation (ref. VA002): Graphitic phyllite and metasiltstone. Black graphite and pyrite-bearing phyllite and slate, with thin interbeds of sericite phyllite, metasiltstone and quartzite. The unit includes the Johnson Mill graphite slate formation of Nelson (1962); thickness is on the order of 100 m. ",VA003,phyllite,meta-argillite,slate; metasedimentary rock; quartzite,VA001 VA002 VA003,
614,VA  ,Zam,Zam,Zam;0,VAZam;0,0,,Ashe Formation - Biotite gneiss,Proterozoic Z,Ashe Formation - Biotite gneiss.,,"Lynchburg Group; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA002): Biotite gneiss. Medium- to light-gray, massive, conglomeratic biotite schist and gneiss, with feldspar, quartz, and granitic clasts; grades upwards into medium- to fine-grained, salt-and-pepper-textured two-mica plagioclase gneiss with very-light-gray mica schist interbeds. Quartzite, impure marble, calcareous gneiss and amphibolite occur locally. Some dark-gray to black, pyrite-bearing mica schist occurs at tops of thick, fining-upwards graded sequences. Mineralogy: (1) quartz + plagioclase + potassium feldspar + biotite + muscovite + chlorite + epidote + ilmenite; (2) quartz + plagioclase + biotite + muscovite + epidote-allanite + garnet + titanite + ilmenite; (3) quartz + calcite + plagioclase + biotite + muscovite + epidote + ilmenite + titanite; chlorite occurs as a secondary mineral. Unit is unconformable on Grenville basement and cut by Late Precambrian mafic and felsic dikes. ",VA003,biotite gneiss,,,VA001 VA002 VA003,
615,VA  ,Zas,Zas,Zas;0,VAZas;0,0,,Ashe Formation -Mica schist or phyllite,Proterozoic Z,Ashe Formation - Mica schist or phyllite,,"Lynchburg Group; Blue Ridge Anticlinorium, Southwest. From expanded explanation (ref. VA002): Mica schist or phyllite. Medium- to dark-gray, medium- to fine-grained mica schist, phyllite, and slate. Mineralogy: (1) quartz + muscovite + magnetite; (2) quartz + muscovite + chlorite + stilpnomelane; (3) quartz + plagioclase + biotite + garnet + magnetite; (4) quartz + biotite + stau ro lite + garnet + magnetite; (5) quartz + biotite + kyanite + garnet + staurolite; chlorite occurs as a secondary mineral. Geophysical signature: isolated magnetic peaks resulting from concentrations of magnetite in the wider belts of mica schist. Although these rocks have been grouped as a single unit following Espenshade and others (1975), mapping in Floyd County (Dietrich, 1959) suggests that the unit includes rocks stratigraphically at the base of the Ashe as well as rocks stratigraphically above the Ashe, coeval in part with the Alligator Back Formation. ",VA003,mica schist,phyllite,,VA001 VA002 VA003,
616,VA  ,Zau,Zau,Zau;0,VAZau;0,0,,Ashe Formation,Proterozoic Z,Ashe Formation - Biotite gneiss and garnetiferous amphibolite.,,"Western Piedmont, Sauratown Mountains. From expanded explanation (ref. VA002): Ashe Formation (Sauratown Mountains; Conley, 1985). Light-gray, medium-grained muscovite and muscovite biotite gneiss with thick interbeds of muscovite schist and pebbly feldspathic quartzite. Thick lenses of garnet- hornblende schist locally mark the basal and upper contacts with the underlying basement gneiss and the overlying metapelites respectively. The unit is cut by dikes, sills and thick sheets of pegmatite and alaskite, especially concentrated along the zone of transitional contact with Alligator Back mica schist units. Mineralogy: (1) quartz + plagioclase + Potassium feldspar + muscovite + biotite + tourmaline + epidote + titanite+ magnetite-ilmenite; (2) quartz + plagioclase + muscovite+ biotite + graphite + magnetite-ilmenite; (3) hornblende + plagioclase + quartz + garnet; (4) hornblende + plagioclase + quartz + epidote + chlorite + magnetite-ilmenite. Geophysical signature: Low-amplitude, elongate, positive magnetic anomalies are associated with garnet-mica and hornblende schist outcrop belts; elongate magnetic lows coincide with areas underlain by gneiss units. ",VA003,biotite gneiss,amphibolite,quartzite,VA001 VA002 VA003,
617,VA  ,Zav,Zav,Zav;0,VAZav;0,0,,Felsic Volcanic and Volcaniclastic Rocks,Proterozoic Z,Felsic volcanic and volcaniclastic rocks.,,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanation (ref. VA002): Felsic volcanic and volcaniclastic rocks. Dark-gray to black, biotite- and pyrite-rich volcaniclastic rock interbedded with medium-gray, fine-grained rocks with numerous quartzfilled vesicles; upper part of the unit consists of medium dark-gray, fine-grained felsic rock with numerous clasts of fine-grained, white-weathering, vesiculated felsite interlayered with fine-grained, clast-free felsic rock. Dikes of clast-free felsic rock cut nearby Middle Proterozoic granitic gneiss (Ybp); conformably overlain by feldspathic metasandstones of the Fauquier Formation. ",VA003,felsic volcanic rock,mixed clastic/volcanic,,VA001 VA002 VA003,
618,VA  ,Zbg,Zbg,Zbg;0,VAZbg;0,0,,Bassett Formation - Biotite gneiss and granite gneiss.,Proterozoic Z,Bassett Formation - Quartzofeldspathic biotite gneiss and granite gneiss.,,"Western Piedmont, Smith River Allochthon. From expanded explanation (ref. VA002): Biotite gneiss. Light-gray to black-and-white, fine to medium-grained, leucocratic biotite gneiss that is mostly segregation-layered, but locally is a medium-grained quartzfeldspar granofels. Contains interlayers of muscovite-biotite schist, quartz schist, and epidote quartzite. Mineral assemblages: (1) quartz + plagioclase + potassium feldspar + biotite + muscovite + magnetite-ilmenite + tourmaline +/- kyanite +/- epidote +/- titanite +/- hornblende +/- garnet; (2) quartz + plagioclase + epidote + pyroxene. Porphyroclasts of zoned plagioclase in an equigranular, polygonal quartz-potassium feldspar groundmass and medium to thick bedding suggest a volcaniclastic protolith (Conley, 1985). Gneisses are migmatitic and cut by numerous granite dikes and sills near the contacts with the Martinsville igneous complex. Geophysical signature: potassium feldspar-bearing gneisses have positive radiometric, and generally flat magnetic signatures relative to adjacent amphibolite units. In the core of the Sherwill anticline (Campbell and Appomattox counties), the dominant rock-type is graded salt-andpepper metagraywacke, interbedded with lesser mica schist and graphite schist. This association bears lithologic affinity to the Lynchburg Group, which occupies the cores of structural domes to the west; this correlation has been made by several workers (Brown, 1958; Kaldy, 1977; Gates, 1987). ",VA003,biotite gneiss,granitic gneiss,,VA001 VA002 VA003,
619,VA  ,Zch,Zch,Zch;0,VAZch;0,0,,Lynchburg Group; Charlottesville Formation,Proterozoic Z,"Lynchburg Group; Charlottesville Formation - Graphitic metasiltstone, feldspathic metasandstone, and quartzite.",,"Lynchburg Group; Blue Ridge Anticlinorium, Central. From expanded explanation (ref. VA002): Charlottesville Formation (Nelson, 1962). Coarse-grained to pebbly quartzose metasandstone and quartzite interbedded with laminated micaceous metasiltstone and graphitic phyllite and slate. Sandstone beds are typically amalgamated and massive; grading, horizontal stratification, and complete Bouma sequences are preserved locally (Wehr, 1985; Conley, 1989). The formation includes cross-bedded quartzite, feldspathic metasandstone, and muscovite schist in the upper portion (Conley, 1989; mapped as Swift Run Formation by Nelson, 1962); in the Culpeper area, includes in part the Ball Mountain Formation of Wehr (1985) and Kasselas (1993). The unit contains numerous apparently concordant mafic and ultramafic sills in the lower portion. Southwest of Nelson County, rocks equivalent to the Charlottesville Formation have been mapped as Alligator Back Formation. Outcrop belt is as much as 3.7 miles wide.	 ",VA003,meta-argillite,sandstone,quartzite; phyllite; slate,VA001 VA002 VA003,
620,VA  ,Zfc,Zfc,Zfc;0,VAZfc;0,0,,Fauquier Formation - Metaconglomerate,Proterozoic Z,Fauquier Formation - Pebble or cobble conglomerate.,,"Blue Ridge Anticlinorium, Northern Metaconglomerate in expaned explanation (Karen Hostettler): From expanded explanation (ref. VA002: Metaconglomerate. Pebbles, cobbles, and occasional boulders of quartz, several varieties of granite, and feldspar, in a meta-arkosic matrix. Discontinuous lenses occur at or near the base of the Fauquier. Meta-arkose, metasiltstone, and metaconglomerate of the Fauquier (Zfs, Zfa, Zfc) are interpreted as non-marine, fluvial sediments, deposited unconformably on Grenville-age basement (Espenshade, 1986). These units have been mapped on a lithologic basis in metasedimentary outliers west of the principal Fauquier strike-belt, and include some rocks previously mapped as Mechums River Formation (Gooch, 1958). Stratigraphic and facies relations between Fauquier lithologic units and laterally equivalent Monumental Mills and other Lynchburg Group units are discussed by Wehr (1985), Wehr and Glover (1985), Conley (1989), and Kasselas (1993). ",VA003,conglomerate,,,VA001 VA002 VA003,
621,VA  ,Zfl,Zfl,Zfl;0,VAZfl;0,0,,Fauquier Formation - Metasiltstone and phyllite,Proterozoic Z,Fauquier Formation - Meta-argillite is laminated metasiltstone; and phyllite.,,"Blue Ridge Anticlinorium, Northern. From expanded explanation (ref. VA002): Laminated metasiltstone and phyllite. Medium- to dark-gray (fresh), very-pale-orange (weathered), very-fine grained, laminated metasiltstone, composed of alternating silty and micaceous layers on the order of a millimeter to several millimeters thick, and phyllite without discernable layers; major minerals are silt-size quartz and sericite; chlorite, biotite, and magnetite occur locally. Thiesmeyer (1939) described these rocks as ""varved slates"" interpreted as lacustrine deposits. Espenshade (1986) called this unit metarhythmite. The unit is on strike with, and in part equivalent to the Monumental Mills Formation of Wehr (1985), interpreted as de pos it ed in a delta front-slope environment. ",VA003,meta-argillite,phyllite,,VA001 VA002 VA003,
622,VA  ,Zfs,Zfs,Zfs;0,VAZfs;0,0,,Fauquier Formation -Meta-arkose and metasiltstone,Proterozoic Z,Fauquier Formation - Crossbedded metasandstone,,"Blue Ridge Anticlinorium, Northern Meta-arkose and metasiltstone from expaned explanation (Karen Hostettler). From expanded explanation (ref. VA002): Meta-arkose and metasiltstone. Alternating beds of dark-gray, very-fine-grained meta-arkose and metasiltstone; composed dominantly of angular quartz grains, with lesser plagioclase and potassium feldspar, and minor biotite. Crossbedding and graded bedding are present; thickness ranges from 300 to 500 meters. ",VA003,metasedimentary rock,,,VA001 VA002 VA003,
623,VA  ,Zgd,Zgd,Zgd;0,VAZgd;0,0,,Biotite Granodiorite and Biotite Granite,Proterozoic Z,"Biotite granodiorite, biotite granite",,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanation (ref. VA002): Biotite granodiorite or biotite granite. Leucocratic to mesocratic, medium-grained, equigranular, vaguely foliated, epidote-, garnet-, fluorite- and/or allanite-bearing, two-feldspar muscovite-biotite granodiorite to granite; salt-and-pepper appearance is characteristic; associated aplite and pegmatite dikes common. Geophysical signature: weak positive radiometric anomaly. The plutons of this suite are widespread in the southeastern portion of the basement complex, and are correlated with Rockfish River, Mobley Mountain, Striped Rock plutons, and with Robertson River Igneous Suite. ",VA003,granodiorite,granite,,VA001 VA002 VA003,
624,VA  ,Zgdm,Zgdm,Zgdm;0,VAZgdm;0,0,,Mobley Mountain Granite,Proterozoic Z,Mobley Mountain granite - Granite,,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanataion (ref. VA002): Mobley Mountain granite (Brock and others, 1987; Herz and Force, 1987). Leucocratic to mesocratic, medium-grained, equigranular, epidote-, florencite-, garnet-, and fluorite-bearing muscovite-biotite granite; faintly foliated. Salt and- pepper appearance is characteristic; aplite and pegmatite dikes cut the pluton and surrounding country rock. Dated at 652 +/- 22 Ma (Rb-Sr whole rock; Brock and others, 1987). ",VA003,granite,,,VA001 VA002 VA003,
625,VA  ,Zgdr,Zgdr,Zgdr;0,VAZgdr;0,0,,Rockfish River Pluton,Proterozoic Z,Rockfish River Pluton - Granodiorite.,,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanation (ref. VA002): Rockfish River pluton (Sinha and Bartholomew, 1984). Medium-gray, equigranular medium-grained, vaguely-foliated, fluorite-, epidote-, and garnet-bearing muscovite-biotite granodiorite; aplite and pegmatite dikes cut pluton and surrounding country rock. The pluton has been dated at 730 Ma (U-Pb zircon; Sinha and Bartholomew, 1984, recalculated from Davis, 1974); and 573 +/- 50 Ma (Rb-Sr whole-rock; Smith and others, 1981). ",VA003,granodiorite,,,VA001 VA002 VA003,
626,VA  ,Zgds,Zgds,Zgds;0,VAZgds;0,0,,Striped Rock Granite,Proterozoic Z,Striped Rock Granite - Biotite granite and syenite.,,"Blue Ridge Basement Complex, Late Proterozoic Igneous. From expanded explanation (ref. VA002): Striped Rock granite (Stose and Stose, 1957). Fine- to medium-grained equigranular, fluorite-, epidote-, and allanite bearing hornblende-biotite granite and granite gneiss; faintly foliated to mylonitic (Simpson and Kalaghan, 1989). The Striped Rock has been dated at 695 Ma (U-Pb zircon; Odom and Fullagar, 1984). ",VA003,granite,syenite,,VA001 VA002 VA003,
627,VA  ,Zh,Zh,Zh;0,VAZh;0,0,,Hyco Formation,Proterozoic Z,Hyco Formation - Lithic and crystal metatuff,,"Carolina Slate Belt From expanded explanation (ref. VA002): Hyco Formation. Includes light-gray, fine- to medium grained, foliated quartz-muscovite schist with relict quartz and plagioclase phenocrysts; lithic and crystal metatuff with relict volcanic fragments; and, minor felsic breccia and tuffaceous greenstone. A penetrative schistosity is defined by aligned mica grains; a lineation is defined by the ellipsoidal relict phenocrysts. These rocks were originally named the Hyco quartz porphyry by Laney (1917); they were renamed the Hyco Formation by Kreisa (1980). The Hyco has been dated at 620 +/- 20 Ma (Pb-Pb zircon; Glover and others, 1971) ",VA003,metavolcanic rock,schist,,VA001 VA002 VA003,
628,VA  ,Zhf,Zhf,Zhf;0,VAZhf;0,0,,Phyllite and Metatuff,Proterozoic Z,Phyllite and metatuff.,,"Carolina Slate Belt. From expanded explanation (ref. VA002): Phyllite and metatuff. Includes light-gray, very fine-grained, foliated chlorite-sericite phyllite and phyllitic metamudstone, and dark-gray to white, fine- to medium-grained lithic and crystal dacite metatuff. Includes Goshen schist of Laney (1917). ",VA003,phyllite,felsic metavolcanic rock,,VA001 VA002 VA003,
